Record Length,2500,Points,0.0,39.99999911E-3,
Sample Interval,4.00000019E-3,s,4.00000019E-3,39.99999911E-3,
Trigger Point,0.0,Samples,8.000000380E-3,39.99999911E-3,
,,,12.0000001E-3,39.99999911E-3,
,,,16.0000008E-3,39.99999911E-3,
,,,20.0000014E-3,59.999998659E-3,
Source,CH1,,24.00000021E-3,39.99999911E-3,
Vertical Units,Volts,,28.00000086E-3,39.99999911E-3,
Vertical Scale,499.999988824E-3,,32.00000152E-3,39.99999911E-3,
Vertical Offset,0,,36.00000218E-3,39.99999911E-3,
Horizontal Units,s,,40.00000283E-3,39.99999911E-3,
Horizontal Scale,1.0000000,,44.00000349E-3,39.99999911E-3,
Pt Fmt,Y,,48.00000042E-3,39.99999911E-3,
Yzero,0.0,,52.00000107E-3,39.99999911E-3,
Probe Atten,1.000000,,56.000001729E-3,39.99999911E-3,
,,,60.000002384E-3,39.99999911E-3,
Note,TDS 1002B - 14:40:46   15/09/2023,,64.000003040E-3,39.99999911E-3,
,,,68.000003695E-3,39.99999911E-3,
,,,72.000004351E-3,39.99999911E-3,
,,,76.000005007E-3,39.99999911E-3,
,,,80.000005662E-3,19.9999996E-3,
,,,84.000006318E-3,39.99999911E-3,
,,,88.000006974E-3,39.99999911E-3,
,,,92.000007629E-3,39.99999911E-3,
,,,96.000000834E-3,39.99999911E-3,
,,,100.0000015E-3,39.99999911E-3,
,,,104.0000021E-3,39.99999911E-3,
,,,108.0000028E-3,39.99999911E-3,
,,,112.0000035E-3,39.99999911E-3,
,,,116.0000041E-3,39.99999911E-3,
,,,120.0000048E-3,59.999998659E-3,
,,,124.0000054E-3,59.999998659E-3,
,,,128.0000061E-3,39.99999911E-3,
,,,131.9999993E-3,39.99999911E-3,
,,,136.0000074E-3,39.99999911E-3,
,,,140.0000006E-3,39.99999911E-3,
,,,144.0000087E-3,39.99999911E-3,
,,,148.0000019E-3,59.999998659E-3,
,,,152.00001001E-3,39.99999911E-3,
,,,156.00000322E-3,39.99999911E-3,
,,,160.00001132E-3,59.999998659E-3,
,,,164.00000453E-3,39.99999911E-3,
,,,168.00001264E-3,39.99999911E-3,
,,,172.00000584E-3,39.99999911E-3,
,,,176.00001395E-3,39.99999911E-3,
,,,180.00000715E-3,39.99999911E-3,
,,,184.00001526E-3,39.99999911E-3,
,,,188.00000846E-3,59.999998659E-3,
,,,192.00000167E-3,39.99999911E-3,
,,,196.00000978E-3,39.99999911E-3,
,,,200.00000298E-3,59.999998659E-3,
,,,204.00001109E-3,39.99999911E-3,
,,,208.00000429E-3,39.99999911E-3,
,,,212.00001240E-3,39.99999911E-3,
,,,216.00000560E-3,39.99999911E-3,
,,,220.00001371E-3,39.99999911E-3,
,,,224.00000691E-3,59.999998659E-3,
,,,228.00001502E-3,39.99999911E-3,
,,,232.00000823E-3,39.99999911E-3,
,,,236.00001633E-3,59.999998659E-3,
,,,240.00000954E-3,39.99999911E-3,
,,,244.00001764E-3,39.99999911E-3,
,,,248.00001085E-3,39.99999911E-3,
,,,252.00000405E-3,39.99999911E-3,
,,,256.00001216E-3,39.99999911E-3,
,,,260.00002027E-3,39.99999911E-3,
,,,263.99999857E-3,59.999998659E-3,
,,,268.00000668E-3,39.99999911E-3,
,,,272.00001478E-3,39.99999911E-3,
,,,276.00002289E-3,39.99999911E-3,
,,,280.00000119E-3,59.999998659E-3,
,,,284.00000930E-3,39.99999911E-3,
,,,288.00001740E-3,59.999998659E-3,
,,,292.00002551E-3,39.99999911E-3,
,,,296.00000381E-3,59.999998659E-3,
,,,300.00001192E-3,59.999998659E-3,
,,,304.00002003E-3,39.99999911E-3,
,,,308.00002813E-3,39.99999911E-3,
,,,312.00000644E-3,19.9999996E-3,
,,,316.00001454E-3,39.99999911E-3,
,,,320.00002265E-3,39.99999911E-3,
,,,324.00000095E-3,39.99999911E-3,
,,,328.00000906E-3,39.99999911E-3,
,,,332.00001717E-3,39.99999911E-3,
,,,336.00002527E-3,39.99999911E-3,
,,,340.00000358E-3,39.99999911E-3,
,,,344.00001168E-3,39.99999911E-3,
,,,348.00001979E-3,39.99999911E-3,
,,,352.00002789E-3,39.99999911E-3,
,,,356.00000620E-3,39.99999911E-3,
,,,360.00001431E-3,39.99999911E-3,
,,,364.00002241E-3,39.99999911E-3,
,,,368.00003052E-3,39.99999911E-3,
,,,372.00000882E-3,39.99999911E-3,
,,,376.00001693E-3,39.99999911E-3,
,,,380.00002503E-3,39.99999911E-3,
